Gene	Gene.name	Tissue	nTPM	brain_2	brain_1	mean_expression	sd_expression
ENSG00000243279	PRAF2	choroid plexus	90.1	Brain	Brain	33.366	26.7518422787314
ENSG00000243335	KCTD7	spinal cord	34.5	Brain	Brain	12.64	9.3073813147832
ENSG00000243449	C4orf48	amygdala	100.3	Brain	Brain	23.766	37.3429643128859
ENSG00000243678	NME2	choroid plexus	976	Brain	Brain	346.798	150.699428502634
ENSG00000243708	PLA2G4B	cerebellum	44.4	Brain	Brain	11.722	10.6671398917136
ENSG00000243710	CFAP57	choroid plexus	13.6	Brain	Brain	1.574	4.17709058009109
ENSG00000243789	JMJD7	cerebellum	30.9	Brain	Brain	10.758	7.16197698165208
ENSG00000243910	TUBA4B	choroid plexus	21.6	Brain	Brain	1.584	6.200044766132
ENSG00000243927	MRPS6	choroid plexus	329.4	Brain	Brain	54.574	54.0273128583486
ENSG00000244115	DNAJC25-GNG10	amygdala	17.8	Brain	Brain	8.722	3.85292308858231
ENSG00000244274	DBNDD2	hippocampal formation	728.3	Brain	Brain	164.754	266.880708817208
ENSG00000244405	ETV5	cerebral cortex	41.7	Brain	Brain	11.036	9.36933251820719
ENSG00000244694	PTCHD4	choroid plexus	0.9	Brain	Brain	0.304	0.251493498110462
ENSG00000244752	CRYBB2	basal ganglia	2.1	Brain	Brain	0.422	0.492096721868241
ENSG00000248485	PCP4L1	basal ganglia	184.3	Brain	Brain	12.08	28.6394903614444
ENSG00000248487	ABHD14A	cerebellum	90.9	Brain	Brain	27.79	21.1538894961737
ENSG00000248643	RBM14-RBM4	choroid plexus	2.1	Brain	Brain	0.868	0.603540574021164
ENSG00000248712	CCDC153	choroid plexus	24	Brain	Brain	1.928	4.59014205462452
ENSG00000248751	ENSG00000248751	cerebral cortex	0.6	Brain	Brain	0.11	0.140334876459918
ENSG00000248871	TNFSF12-TNFSF13	choroid plexus	7.5	Brain	Brain	1.014	1.33447383195148
ENSG00000249115	HAUS5	cerebellum	9.1	Brain	Brain	4.52	2.02595404585552
ENSG00000249158	PCDHA11	cerebellum	3.3	Brain	Brain	0.522	0.811974162653176
ENSG00000249240	ENSG00000249240	cerebral cortex	3.1	Brain	Brain	0.774	1.11626381199033
ENSG00000249773	ENSG00000249773	spinal cord	1.3	Brain	Brain	0.498	0.40024992192379
ENSG00000249853	HS3ST5	cerebral cortex	3.1	Brain	Brain	0.456	0.828857093613038
ENSG00000249884	RNF103-CHMP3	cerebral cortex	2.4	Brain	Brain	0.662	0.83467945698835
ENSG00000249992	TMEM158	basal ganglia	82.6	Brain	Brain	8.348	15.3612318808733
ENSG00000250067	YJEFN3	amygdala	107.1	Brain	Brain	13.644	39.4130464259162
ENSG00000250120	PCDHA10	cerebral cortex	8	Brain	Brain	0.974	1.33536053375186
ENSG00000250305	TRMT9B	cerebellum	66.2	Brain	Brain	5.702	15.4904775225798
ENSG00000250366	TUNAR	basal ganglia	12.6	Brain	Brain	1.386	2.63941938575088
ENSG00000250510	GPR162	cerebellum	147.1	Brain	Brain	18.494	32.1054411435259
ENSG00000250571	GLI4	basal ganglia	22.1	Brain	Brain	9.676	5.16683142155572
ENSG00000250673	REELD1	spinal cord	1	Brain	Brain	0.326	0.302243313256329
ENSG00000250821	EXOC1L	basal ganglia	0.4	Brain	Brain	0.032	0.0740656079818041
ENSG00000251246	EFNA4-EFNA3	cerebral cortex	0.7	Brain	Brain	0.126	0.138224898079107
ENSG00000251349	MSANTD3-TMEFF1	basal ganglia	28.5	Brain	Brain	5.84	9.50138550584136
ENSG00000251357	ENSG00000251357	cerebellum	0.3	Brain	Brain	0.056	0.0972268544409917
ENSG00000251493	FOXD1	hypothalamus	2.7	Brain	Brain	0.748	0.782523390795992
ENSG00000251664	PCDHA12	cerebellum	2.1	Brain	Brain	0.266	0.410380609797733
ENSG00000253117	OC90	midbrain	0.3	Brain	Brain	0.012	0.047979587496419
ENSG00000253159	PCDHGA12	amygdala	5.8	Brain	Brain	1.764	1.68471641167144
ENSG00000253305	PCDHGB6	cerebral cortex	11.1	Brain	Brain	2.012	1.60364890045121
ENSG00000253457	SMIM18	cerebellum	7.4	Brain	Brain	1.076	2.14624113752583
ENSG00000253485	PCDHGA5	cerebellum	2.7	Brain	Brain	0.858	0.621088576942261
ENSG00000253537	PCDHGA7	cerebral cortex	4.1	Brain	Brain	0.788	0.672382301361118
ENSG00000253649	PRSS51	cerebellum	18.5	Brain	Brain	0.53	2.60903062770956
ENSG00000253719	ATXN7L3B	cerebral cortex	35.8	Brain	Brain	21.478	6.85101780014905
ENSG00000253731	PCDHGA6	cerebellum	3.5	Brain	Brain	1.292	0.781897221702522
ENSG00000253831	ETV3L	choroid plexus	8.9	Brain	Brain	0.226	1.26132583305935
ENSG00000253846	PCDHGA10	cerebral cortex	15.4	Brain	Brain	1.518	2.125711405528
ENSG00000253873	PCDHGA11	basal ganglia	2.3	Brain	Brain	0.778	0.579334593674995
ENSG00000253910	PCDHGB2	amygdala	3	Brain	Brain	1.202	0.82002737634739
ENSG00000254206	NPIPB11	cerebellum	5.5	Brain	Brain	2.772	1.31273821939222
ENSG00000254221	PCDHGB1	cerebral cortex	12.4	Brain	Brain	0.802	1.75493357046205
ENSG00000254229	FAM90A12P	cerebral cortex	0.2	Brain	Brain	0.0268292682926829	0.0592637757989754
ENSG00000254245	PCDHGA3	amygdala	3.6	Brain	Brain	1.096	0.999583586769398
ENSG00000254402	LRRC24	cerebral cortex	11.7	Brain	Brain	3.506	3.62482427441775
ENSG00000254440	PBOV1	cerebellum	0.1	Brain	Brain	0.01	0.0364215679542342
ENSG00000254585	MAGEL2	basal ganglia	7.8	Brain	Brain	1.094	2.54433424193715
ENSG00000254656	RTL1	hypothalamus	3.2	Brain	Brain	0.208	0.633048987368405
ENSG00000254852	NPIPA2	cerebellum	23.3	Brain	Brain	4.116	3.79233168272987
ENSG00000254901	BORCS8	cerebral cortex	30.7	Brain	Brain	12.802	6.47540054706255
ENSG00000254997	KRTAP5-9	basal ganglia	1.6	Brain	Brain	0.5	0.542104741743151
ENSG00000255374	TAS2R43	cerebellum	0.3	Brain	Brain	0.04	0.063887656499994
ENSG00000255408	PCDHA3	cerebellum	2	Brain	Brain	0.514	0.481922171716385
ENSG00000255641	ENSG00000255641	amygdala	6.5	Brain	Brain	1.062	1.86163084089062
ENSG00000255690	TRIL	amygdala	31.6	Brain	Brain	5.688	9.23632226481904
ENSG00000255835	ENSG00000255835	cerebellum	0.2	Brain	Brain	0.02	0.0494871659305394
ENSG00000256060	TRAPPC2B	choroid plexus	20.9	Brain	Brain	11.738	4.4083820901847
ENSG00000256061	DNAAF4	choroid plexus	17.4	Brain	Brain	3.666	4.9877241139356
ENSG00000256235	SMIM3	choroid plexus	115.8	Brain	Brain	26.712	27.0935841490346
ENSG00000256463	SALL3	amygdala	8.5	Brain	Brain	1.486	2.804588805395
ENSG00000256500	ENSG00000256500	spinal cord	17.4	Brain	Brain	4.736	6.26443671425762
ENSG00000256537	SMIM10L1	midbrain	16.7	Brain	Brain	7.64	4.29527504999413
ENSG00000256574	OR13A1	cerebellum	0.7	Brain	Brain	0.14	0.237332110369088
ENSG00000256762	STH	cerebellum	1.1	Brain	Brain	0.106	0.217039449061639
ENSG00000256980	KHDC1L	basal ganglia	8.1	Brain	Brain	0.528	1.37885489313652
ENSG00000257057	C11orf97	basal ganglia	10.1	Brain	Brain	1.638	4.09344373757025
ENSG00000257093	DENND11	basal ganglia	23.6	Brain	Brain	8.622	6.78871482532532
ENSG00000257365	FNTB	spinal cord	84.8	Brain	Brain	9.872	11.3326517602178
ENSG00000257727	CNPY2	choroid plexus	68.1	Brain	Brain	36.026	13.2471453990847
ENSG00000257921	ENSG00000257921	choroid plexus	0.2	Brain	Brain	0.008	0.0395897327444315
ENSG00000257923	CUX1	cerebellum	60.4	Brain	Brain	32.198	13.0244431116016
ENSG00000258102	MAP1LC3B2	cerebellum	6	Brain	Brain	1.35	0.997599158797086
ENSG00000258366	RTEL1	cerebellum	14.5	Brain	Brain	4.656	2.75015101626163
ENSG00000258417	ENSG00000258417	cerebral cortex	0.1	Brain	Brain	0.004	0.0197948663722157
ENSG00000258465	ENSG00000258465	cerebellum	0.6	Brain	Brain	0.076	0.162329973843906
ENSG00000258643	BCL2L2-PABPN1	spinal cord	16.9	Brain	Brain	6.942	4.04641892572296
ENSG00000258674	ENSG00000258674	basal ganglia	12.3	Brain	Brain	2.682	2.23859376413326
ENSG00000258728	ENSG00000258728	choroid plexus	0.2	Brain	Brain	0.042	0.0702473763036814
ENSG00000258839	MC1R	cerebellum	23.4	Brain	Brain	5.292	6.01948672298256
ENSG00000258947	TUBB3	cerebral cortex	208.1	Brain	Brain	32.468	66.1449534996389
ENSG00000258986	TMEM179	basal ganglia	60.5	Brain	Brain	10.088	21.236997366456
ENSG00000259024	TVP23C-CDRT4	choroid plexus	15.2	Brain	Brain	4.836	3.2804156033363
ENSG00000259030	FPGT-TNNI3K	cerebellum	4.5	Brain	Brain	1.424	1.37403918192655
ENSG00000259132	ENSG00000259132	choroid plexus	10.4	Brain	Brain	4.452	2.23745847071253
ENSG00000259417	CTXND1	amygdala	16.3	Brain	Brain	2.442	4.78812689719826
ENSG00000259431	THTPA	amygdala	24.8	Brain	Brain	13.584	4.76506675970965
ENSG00000259571	BLID	choroid plexus	0.2	Brain	Brain	0.01	0.0364215679542342
ENSG00000259803	SLC22A31	cerebellum	155.6	Brain	Brain	5.186	22.8193080615553
ENSG00000260230	FRRS1L	basal ganglia	21.3	Brain	Brain	3.638	6.46099411065814
ENSG00000260272	ENSG00000260272	cerebellum	4	Brain	Brain	0.416	0.723190211239514
ENSG00000260428	SCX	cerebellum	25.6	Brain	Brain	4.748	6.66193083489911
ENSG00000260643	ENSG00000260643	amygdala	16	Brain	Brain	5.368	5.29333196250775
ENSG00000260836	ENSG00000260836	cerebral cortex	0.2	Brain	Brain	0.018	0.0522552604519197
ENSG00000260861	ENSG00000260861	cerebral cortex	2.8	Brain	Brain	0.406	0.752793437261294
ENSG00000260903	XKR7	cerebellum	14.6	Brain	Brain	0.586	2.21755611023505
ENSG00000261115	TMEM178B	cerebral cortex	11.1	Brain	Brain	2.326	3.21741498468467
ENSG00000261210	CLEC19A	cerebral cortex	1.3	Brain	Brain	0.068	0.197370469019092
ENSG00000261594	TPBGL	basal ganglia	4.5	Brain	Brain	0.548	0.989380346170145
ENSG00000261652	PIERCE2	choroid plexus	9.1	Brain	Brain	3.656	2.59529873236282
ENSG00000261678	SCRT1	cerebellum	79.2	Brain	Brain	4.818	14.2148340167041
ENSG00000261934	PCDHGA9	cerebellum	3.6	Brain	Brain	1.472	1.04842739376649
ENSG00000261949	GFY	cerebellum	0.5	Brain	Brain	0.05	0.211167792844207
ENSG00000262165	C17orf114	midbrain	5.9	Brain	Brain	1.268	1.53880950538965
ENSG00000262484	CCER2	basal ganglia	4.8	Brain	Brain	1.292	1.43794638144764
ENSG00000262576	PCDHGA4	cerebral cortex	3.3	Brain	Brain	0.95	0.651920240520265
ENSG00000262664	OVCA2	choroid plexus	45.5	Brain	Brain	24.76	7.2228661844428
ENSG00000262919	CCNQ	cerebral cortex	29.5	Brain	Brain	14.158	7.05977654731077
ENSG00000263020	ENSG00000263020	cerebellum	14.7	Brain	Brain	5.492	4.08820303821039
ENSG00000263620	ENSG00000263620	cerebral cortex	27.7	Brain	Brain	3.32	6.31257248897559
ENSG00000263715	LINC02210-CRHR1	amygdala	1	Brain	Brain	0.144	0.389746123542399
ENSG00000263874	LINC00672	amygdala	11.1	Brain	Brain	2.754	3.45927974100543
ENSG00000264343	NOTCH2NLA	choroid plexus	27.3	Brain	Brain	12.978	7.07355783238981
ENSG00000264364	DYNLL2	midbrain	91.4	Brain	Brain	34.908	23.4819760667624
ENSG00000264522	OTUD7B	spinal cord	19.3	Brain	Brain	7.586	3.68444108684736
ENSG00000264668	ENSG00000264668	amygdala	0.9	Brain	Brain	0.268	0.280989505214726
ENSG00000265491	RNF115	cerebellum	22.6	Brain	Brain	7.702	5.71512458128358
ENSG00000265763	ZNF488	spinal cord	61.9	Brain	Brain	4.194	10.2555989685674
ENSG00000266028	SRGAP2	cerebellum	130.5	Brain	Brain	16.442	17.650820527843
ENSG00000266074	BAHCC1	cerebellum	24.2	Brain	Brain	4.3	3.46180323424845
ENSG00000266173	STRADA	cerebellum	36.8	Brain	Brain	21.648	7.47570868935937
ENSG00000266338	NBPF15	cerebellum	41.9	Brain	Brain	14.414	7.81422068398117
ENSG00000266472	MRPS21	choroid plexus	149.4	Brain	Brain	54.352	19.9537755621254
ENSG00000266964	FXYD1	choroid plexus	1723.4	Brain	Brain	191.692	321.893870100322
ENSG00000267221	C17orf113	cerebellum	3.7	Brain	Brain	1.186	0.766388296105938
ENSG00000267360	ENSG00000267360	cerebral cortex	0.4	Brain	Brain	0.064	0.125779204017458
ENSG00000267508	ZNF285	cerebellum	6.5	Brain	Brain	2.076	1.29922425834395
ENSG00000267673	FDX2	amygdala	61.1	Brain	Brain	22.706	16.775010690711
ENSG00000267680	ZNF224	cerebellum	25.1	Brain	Brain	14.292	4.67083176615848
ENSG00000267796	LIN37	cerebellum	16.8	Brain	Brain	9.592	2.41887475947822
ENSG00000267855	NDUFA7	choroid plexus	174.9	Brain	Brain	57.122	49.0156297021883
ENSG00000267909	CCDC177	cerebellum	4.6	Brain	Brain	0.328	0.930227095380258
ENSG00000268089	GABRQ	hypothalamus	21.7	Brain	Brain	1.128	3.36803945878286
ENSG00000268182	SMIM17	cerebral cortex	5.8	Brain	Brain	0.996	1.5436453013327
ENSG00000268350	FAM156A	cerebellum	55.8	Brain	Brain	21.714	13.5221361976183
ENSG00000268361	ENSG00000268361	cerebellum	1	Brain	Brain	0.078	0.147482271504623
ENSG00000268643	ENSG00000268643	cerebral cortex	5.6	Brain	Brain	1.172	1.87192359865024
ENSG00000269226	TMSB15B	cerebellum	9.3	Brain	Brain	2.412	2.33051102392867
ENSG00000269313	MAGIX	cerebellum	14.4	Brain	Brain	4.022	4.07412391984899
ENSG00000269466	H3Y1	cerebral cortex	0.1	Brain	Brain	0.0048780487804878	0.0218084789955091
ENSG00000269502	DMRTC1	cerebral cortex	3.2	Brain	Brain	0.662	0.707075032822413
ENSG00000269743	SLC25A53	cerebral cortex	1.4	Brain	Brain	0.396	0.398445960794522
ENSG00000270276	H4C15	choroid plexus	7.6	Brain	Brain	2.186	1.38018188685996
ENSG00000270299	ENSG00000270299	cerebral cortex	0.6	Brain	Brain	0.06	0.147080430585529
ENSG00000270339	PPIAL4H	cerebellum	2.9	Brain	Brain	0.182	0.453867732238531
ENSG00000270617	URGCP-MRPS24	cerebral cortex	1.2	Brain	Brain	0.412	0.350300162834151
ENSG00000270765	GAS2L2	choroid plexus	8.7	Brain	Brain	0.83	2.49916312523425
ENSG00000270800	RPS10-NUDT3	amygdala	28.3	Brain	Brain	7.834	6.94845776457787
ENSG00000270882	H4C14	cerebellum	9.9	Brain	Brain	3.896	2.39591148349322
ENSG00000270885	RASL10B	amygdala	30.6	Brain	Brain	6.79	9.14020608886576
ENSG00000271567	PPIAL4E	cerebellum	1.4	Brain	Brain	0.05	0.206278986831338
ENSG00000272031	ANKRD34A	cerebellum	18.1	Brain	Brain	2.366	3.89880201380593
ENSG00000272325	NUDT3	cerebral cortex	45.3	Brain	Brain	17.976	11.9260058832172
ENSG00000272395	IFNL4	cerebral cortex	0.1	Brain	Brain	0.0048780487804878	0.0218084789955091
ENSG00000272617	ENSG00000272617	choroid plexus	24.8	Brain	Brain	8.084	4.92069183786846
ENSG00000272636	DOC2B	cerebellum	55.1	Brain	Brain	7.432	10.7738239094879
ENSG00000272772	ENSG00000272772	choroid plexus	212.3	Brain	Brain	89.748	56.624647550374
ENSG00000272822	ENSG00000272822	basal ganglia	2.7	Brain	Brain	0.668	0.532011968562623
ENSG00000272899	ATP6V1FNB	cerebellum	32.1	Brain	Brain	2.508	5.73958115516583
ENSG00000273079	GRIN2B	basal ganglia	4.8	Brain	Brain	0.45	1.32545717950218
ENSG00000273173	SNURF	cerebellum	57.1	Brain	Brain	13.688	17.095477860104
ENSG00000273238	TMEM271	cerebral cortex	6.2	Brain	Brain	0.270731707317073	1.10843220416023
ENSG00000273274	ZBTB8B	amygdala	0.7	Brain	Brain	0.16	0.217593517310397
ENSG00000273514	FOXD4L6	basal ganglia	0.8	Brain	Brain	0.132	0.319719264610791
ENSG00000273542	H4C12	choroid plexus	14.2	Brain	Brain	3.262	3.86390359874676
ENSG00000273604	EPOP	cerebral cortex	12	Brain	Brain	1.91	2.17314312009314
ENSG00000273611	ZNHIT3	amygdala	57.8	Brain	Brain	31.904	10.6759497020554
ENSG00000273703	H2BC14	choroid plexus	2	Brain	Brain	0.404	0.729260178649064
ENSG00000273706	LHX1	cerebellum	32.7	Brain	Brain	0.99	4.81690263763014
ENSG00000273820	USP27X	cerebellum	21	Brain	Brain	3.566	3.49720646534123
ENSG00000273899	NOL12	cerebellum	32.4	Brain	Brain	17.228	6.73774140077174
ENSG00000274211	SOCS7	cerebellum	45.6	Brain	Brain	8.254	11.1118104111007
ENSG00000274419	TBC1D3D	cerebellum	7	Brain	Brain	2.184	1.73750466157061
ENSG00000274512	TBC1D3L	cerebellum	56.3	Brain	Brain	17.856	10.6419109838297
ENSG00000274588	DGKK	basal ganglia	4.3	Brain	Brain	0.324	1.12840143385161
ENSG00000274611	TBC1D3	cerebellum	5.4	Brain	Brain	1.594	1.84925909046663
ENSG00000274808	TBC1D3B	cerebellum	12.2	Brain	Brain	3.012	2.53382343988088
ENSG00000274810	NPHP3-ACAD11	choroid plexus	4	Brain	Brain	1.092	0.93652418603067
ENSG00000274944	ENSG00000274944	choroid plexus	3	Brain	Brain	0.934	0.952249752867773
ENSG00000275342	PRAG1	cerebellum	41.9	Brain	Brain	5.366	6.517280326727
ENSG00000275572	GRIFIN	choroid plexus	0.3	Brain	Brain	0.026	0.0876216355725466
ENSG00000275832	ARHGAP23	spinal cord	83.3	Brain	Brain	20.848	17.8318019051265
ENSG00000276045	ORAI1	choroid plexus	65	Brain	Brain	10.876	12.7196065912722
ENSG00000276234	TADA2A	cerebellum	10.2	Brain	Brain	4.166	1.96745043761966
ENSG00000276293	PIP4K2B	amygdala	70.2	Brain	Brain	29.54	20.031505796864
ENSG00000276302	ENSG00000276302	cerebellum	0.8	Brain	Brain	0.28	0.233867222053499
ENSG00000276345	ENSG00000276345	choroid plexus	34.5	Brain	Brain	5.6219512195122	7.05186188871854
ENSG00000276966	H4C5	choroid plexus	8.6	Brain	Brain	2.64	2.11843222738912
ENSG00000277075	H2AC8	choroid plexus	23.7	Brain	Brain	6.686	7.98360590618714
ENSG00000277149	TYW1B	choroid plexus	12.6	Brain	Brain	2.334	1.65512315344243
ENSG00000277196	PRODH	choroid plexus	463	Brain	Brain	17.0048780487805	71.9334447639605
ENSG00000277200	CCDC92B	cerebral cortex	4.8	Brain	Brain	0.365853658536585	0.9619276885758
ENSG00000277363	SRCIN1	cerebellum	66.3	Brain	Brain	9.148	17.6691618825753
ENSG00000277443	MARCKS	cerebral cortex	123.1	Brain	Brain	41.932	24.620652024722
ENSG00000277494	GPIHBP1	spinal cord	70.8	Brain	Brain	12.152	18.0148038896812
ENSG00000277531	PNMA8C	cerebral cortex	18.2	Brain	Brain	2.036	4.22058899071817
ENSG00000277586	NEFL	cerebral cortex	183.3	Brain	Brain	13.224	31.8607721187042
ENSG00000277639	ENSG00000277639	choroid plexus	168.6	Brain	Brain	6.33	24.2517262167005
ENSG00000277775	H3C7	choroid plexus	0.7	Brain	Brain	0.104	0.274761492118201
ENSG00000278053	DDX52	cerebellum	3.5	Brain	Brain	2.038	0.625280345288481
ENSG00000278129	ZNF8	cerebellum	3.7	Brain	Brain	1.664	0.603310594527717
ENSG00000278195	SSTR3	cerebral cortex	5.8	Brain	Brain	1.046	2.0516006692635
ENSG00000278289	CT45A6	basal ganglia	3.9	Brain	Brain	0.168	0.597423037482056
ENSG00000278299	TBC1D3C	cerebellum	4.1	Brain	Brain	1.406	1.1980272900711
ENSG00000278540	ACACA	cerebral cortex	28.4	Brain	Brain	13.14	6.81409104244241
ENSG00000278588	H2BC10	choroid plexus	2.2	Brain	Brain	0.244	0.511165135663972
ENSG00000278599	TBC1D3E	cerebellum	2.4	Brain	Brain	0.64	0.700437181264644
ENSG00000278615	C11orf98	choroid plexus	98	Brain	Brain	50.562	16.0239729843782
ENSG00000278705	H4C2	choroid plexus	2.4	Brain	Brain	0.29	0.5444525428617
ENSG00000278803	PWWP4	cerebral cortex	0.2	Brain	Brain	0.00975609756097561	0.0436169579910182
ENSG00000278817	ENSG00000278817	choroid plexus	77.1	Brain	Brain	11.9487804878049	28.6118954453495
ENSG00000279073	ENSG00000279073	cerebral cortex	1.8	Brain	Brain	0.421951219512195	0.393390515341913
ENSG00000279782	PPIAL4F	basal ganglia	0.2	Brain	Brain	0.018	0.0560247758603645
ENSG00000280165	PCDH20	cerebral cortex	8.1	Brain	Brain	1.452	1.95356711934756
ENSG00000280789	PAGR1	cerebellum	264.9	Brain	Brain	36.344	45.7466008997122
ENSG00000281039	ENSG00000281039	choroid plexus	26.1	Brain	Brain	8.068	6.03153075639229
ENSG00000281106	TMEM272	basal ganglia	15.9	Brain	Brain	0.8	2.26526567347598
ENSG00000281991	TMEM265	cerebellum	26	Brain	Brain	8.332	8.13268637997938
ENSG00000282608	ADORA3	spinal cord	19.7	Brain	Brain	4.142	3.62103210002173
ENSG00000282872	C1orf232	choroid plexus	0.7	Brain	Brain	0.05	0.147426910289645
ENSG00000282881	TMEM275	amygdala	0.8	Brain	Brain	0.074	0.212670099987214
ENSG00000282936	ENSG00000282936	basal ganglia	0.8	Brain	Brain	0.3	0.217593517310397
ENSG00000283071	LBHD2	amygdala	5	Brain	Brain	0.726	1.90817895879174
ENSG00000283093	CENPVL2	basal ganglia	4.7	Brain	Brain	0.258	0.926941426500761
ENSG00000283149	ENSG00000283149	choroid plexus	27.8	Brain	Brain	9.568	5.73882018736056
ENSG00000283154	IQCJ-SCHIP1	hippocampal formation	76.3	Brain	Brain	20.19	23.1511911801796
ENSG00000283324	CTXND2	choroid plexus	0.8	Brain	Brain	0.034	0.128745913349052
ENSG00000283361	CFAP97D2	choroid plexus	7.3	Brain	Brain	0.904	2.93910718083029
ENSG00000283654	CIROP	choroid plexus	0.5	Brain	Brain	0.078	0.101599453638255
ENSG00000283761	ENSG00000283761	choroid plexus	1	Brain	Brain	0.228	0.252368373451127
ENSG00000283765	ENSG00000283765	cerebral cortex	5	Brain	Brain	0.904	1.18871565059066
ENSG00000283809	ENSG00000283809	choroid plexus	11	Brain	Brain	3.64	3.02290575170207
ENSG00000284130	TUBA3FP	choroid plexus	2.5	Brain	Brain	0.6	0.568330889535313
ENSG00000284194	SCO2	choroid plexus	33	Brain	Brain	9.622	7.81629094146531
ENSG00000284484	CPHXL2	cerebellum	0.1	Brain	Brain	0.008	0.027404751561787
ENSG00000284629	SCYGR1	cerebral cortex	0.1	Brain	Brain	0.0024390243902439	0.0156173761888606
ENSG00000284662	OR4F16	choroid plexus	0.1	Brain	Brain	0.0024390243902439	0.0156173761888606
ENSG00000284733	OR4F29	choroid plexus	0.1	Brain	Brain	0.0024390243902439	0.0156173761888606
ENSG00000284776	ENSG00000284776	cerebral cortex	24.4	Brain	Brain	13.9536585365854	4.84169895599549
ENSG00000284873	OOSP1	cerebral cortex	0.1	Brain	Brain	0.0024390243902439	0.0156173761888606
ENSG00000284969	ENSG00000284969	choroid plexus	5	Brain	Brain	1.25121951219512	0.951346927051197
ENSG00000285010	OOSP4A	cerebral cortex	0.1	Brain	Brain	0.00731707317073171	0.0263651654881875
ENSG00000285218	ENSG00000285218	cerebral cortex	6.3	Brain	Brain	1.22439024390244	1.18485874428239
ENSG00000285404	ENSG00000285404	cerebral cortex	0.1	Brain	Brain	0.00975609756097561	0.0300406229028335
ENSG00000285526	ENSG00000285526	choroid plexus	4.7	Brain	Brain	0.458536585365854	1.35461721710528
ENSG00000285585	ENSG00000285585	choroid plexus	0.5	Brain	Brain	0.0487804878048781	0.109822473154433
ENSG00000285625	ENSG00000285625	choroid plexus	2.2	Brain	Brain	0.539024390243902	0.74962592297108
ENSG00000285655	ENSG00000285655	cerebral cortex	0.6	Brain	Brain	0.0317073170731707	0.105922198783456
ENSG00000285733	ENSG00000285733	choroid plexus	0.4	Brain	Brain	0.107317073170732	0.121223438126542
ENSG00000285815	GET1-SH3BGR	choroid plexus	3.7	Brain	Brain	0.712195121951219	1.032277850666
ENSG00000286015	ENSG00000286015	cerebral cortex	1.8	Brain	Brain	0.0463414634146341	0.281156149653186
ENSG00000286025	FAM246C	cerebral cortex	1.6	Brain	Brain	0.190243902439024	0.370003295964225
ENSG00000286112	ENSG00000286112	choroid plexus	0.7	Brain	Brain	0.251219512195122	0.187245762594928
ENSG00000286131	ENSG00000286131	choroid plexus	0.5	Brain	Brain	0.0170731707317073	0.0803194840135015
ENSG00000286165	ENSG00000286165	choroid plexus	0.7	Brain	Brain	0.0487804878048781	0.132517831289816
ENSG00000286190	ENSG00000286190	cerebral cortex	110.6	Brain	Brain	9.56341463414634	19.4148365444775
ENSG00000286237	ARMCX5-GPRASP2	cerebral cortex	1.2	Brain	Brain	0.309756097560976	0.282670194793137
ENSG00000288000	ENSG00000288000	cerebral cortex	0.1	Brain	Brain	0.0048780487804878	0.0218084789955091
ENSG00000288611	NPBWR1	cerebral cortex	1	Brain	Brain	0.119512195121951	0.370957889924936
ENSG00000288658	ENSG00000288658	cerebral cortex	1.9	Brain	Brain	0.134146341463415	0.310330272530381
ENSG00000288701	PRRC2B	cerebral cortex	69	Brain	Brain	33.2634146341463	10.4714792674569
ENSG00000288841	ENSG00000288841	cerebral cortex	13.9	Brain	Brain	6.10243902439024	3.22835002786857
